scenario,microcell_id,analysis_cell,anchor_review,retained,status,rule
main,COGNITIVE_CHANGE | Shunt surgery | Any cognitive improvement | Post-shunt; varied | Pooled proportion (%) | NA,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPLEX_PHENOTYPE | Complex minus pure iNPH phenotype | Difference in post-shunt Incontinence change | Varied | Difference in SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPLEX_PHENOTYPE | Phenotype × follow-up time | Incontinence trajectory | Months | Meta-regression beta (SMCR/month) | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,TAP_TEST_DTA,FT-012,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Specificity | Study-specific,TAP_TEST_DTA,FT-012,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,LIT_DTA,FT-012,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Specificity | Study-specific,LIT_DTA,FT-012,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | Callosal angle | Shunt responder vs nonresponder | Varied | DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | Periventricular white matter changes | Shunt responder vs nonresponder | Varied | DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | DESH | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | CT cisternography | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | Cerebral blood flow | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,BIOMARKERS | CSF phosphorylated tau | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,BIOMARKERS | CSF total tau | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,BIOMARKERS | CSF amyloid-β42 | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Intracranial pressure monitoring | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Intracranial pressure monitoring | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Extended lumbar drainage | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Extended lumbar drainage | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Infusion test | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Infusion test | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Tap test | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COMPARATIVE_PROGNOSTIC_TESTS | Tap test | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | Sensitivity | Study-specific ELD response,ELD_DTA,FT-036,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | Specificity | Study-specific ELD response,ELD_DTA,FT-036,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | PPV | Study-specific ELD response,ELD_DTA,FT-036,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,ELD_DTA | Extended lumbar drainage | Post-shunt response | Varied | NPV | Study-specific ELD response,ELD_DTA,FT-036,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | Digit Span backward | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | Frontal Assessment Battery | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | Trail Making Test B | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | Grooved Pegboard dominant | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | Trail Making Test A | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | RAVLT learning | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | RAVLT delayed | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | MoCA | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,COGNITIVE_CHANGE | MMSE | Post-shunt mean change | Post-shunt; varied | MD | NR,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,SURVIVAL | Poor vs good gait score | Overall survival | Long-term post-shunt | HR | NR,SURVIVAL,FT-019,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,SURVIVAL | Poor vs good continence score | Overall survival | Long-term post-shunt | HR | NR,SURVIVAL,FT-019,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,SURVIVAL | mRS ≥3 vs 0–2 | Overall survival | Long-term post-shunt | HR | NR,SURVIVAL,FT-019,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,SURVIVAL | All shunted NPH | Median survival | Long-term post-shunt | Median | NR,SURVIVAL,FT-019,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,GAIT_CHANGE | Tap responders | Gait velocity after tap | After CSF tap test | Hedges g | NR,GAIT_CHANGE,FT-024,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | DESH | Sensitivity | Varied | Sensitivity | NR,STRUCTURAL_IMAGING,FT-032,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | DESH | Specificity | Varied | Specificity | NR,STRUCTURAL_IMAGING,FT-032,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | DESH | Discrimination | Varied | AUC | NR,STRUCTURAL_IMAGING,FT-032,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
main,STRUCTURAL_IMAGING | DESH | Prevalence in iNPH | Varied | Proportion | NR,STRUCTURAL_IMAGING,FT-032,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COGNITIVE_CHANGE | Shunt surgery | Any cognitive improvement | Post-shunt; varied | Pooled proportion (%) | NA,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COGNITIVE_CHANGE | Shunt surgery | Objectively defined cognitive improvement | Post-shunt; varied | Pooled proportion (%) | NA,COGNITIVE_CHANGE,FT-002,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex vs pure iNPH phenotype | Global shunt response | Varied follow-up | OR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex vs pure iNPH phenotype | Urinary improvement | Mean ~4 months / varied | OR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex iNPH; within-group pre-post | Post-shunt Cognition | Varied | SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex iNPH; within-group pre-post | Post-shunt Gait | Varied | SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex iNPH; within-group pre-post | Post-shunt General function | Varied | SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex iNPH; within-group pre-post | Post-shunt Incontinence | Varied | SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex minus pure iNPH phenotype | Difference in post-shunt Cognition change | Varied | Difference in SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex minus pure iNPH phenotype | Difference in post-shunt Gait change | Varied | Difference in SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex minus pure iNPH phenotype | Difference in post-shunt General function change | Varied | Difference in SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Complex minus pure iNPH phenotype | Difference in post-shunt Incontinence change | Varied | Difference in SMCR | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPLEX_PHENOTYPE | Phenotype × follow-up time | Incontinence trajectory | Months | Meta-regression beta (SMCR/month) | NA,COMPLEX_PHENOTYPE,FT-003,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >12 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >14 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >18 mmHg/mL/min,ROUT_THRESHOLDS,FT-010,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,TAP_TEST_DTA,FT-012,False,ANCHOR_LOST,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Specificity | Study-specific,TAP_TEST_DTA,FT-012,False,ANCHOR_LOST,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,LIT_DTA,FT-012,False,ANCHOR_LOST,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,LIT_DTA | Lumbar infusion test | Post-shunt clinical response | Varied | Specificity | Study-specific,LIT_DTA,FT-012,False,ANCHOR_LOST,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,STRUCTURAL_IMAGING | Callosal angle | Shunt responder vs nonresponder | Varied | DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,STRUCTURAL_IMAGING | Periventricular white matter changes | Shunt responder vs nonresponder | Varied | DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,STRUCTURAL_IMAGING | DESH | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,STRUCTURAL_IMAGING | CT cisternography | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,STRUCTURAL_IMAGING | Cerebral blood flow | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,STRUCTURAL_IMAGING,FT-028,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,BIOMARKERS | CSF phosphorylated tau | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,BIOMARKERS | CSF total tau | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,BIOMARKERS | CSF amyloid-β42 | Shunt responder vs nonresponder | Varied | SMD | Continuous biomarker,BIOMARKERS,FT-030,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPARATIVE_PROGNOSTIC_TESTS | Intracranial pressure monitoring | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPARATIVE_PROGNOSTIC_TESTS | Intracranial pressure monitoring | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPARATIVE_PROGNOSTIC_TESTS | Extended lumbar drainage | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPARATIVE_PROGNOSTIC_TESTS | Extended lumbar drainage | Shunt response | Varied | AUC | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
exclude_ft012_single_anchor_robustness,COMPARATIVE_PROGNOSTIC_TESTS | Infusion test | Shunt response | Varied | DOR | Study-specific,COMPARATIVE_PROGNOSTIC_TESTS,FT-031,True,ANCHOR_RETAINED,"No alternative review is substituted unless it matches the same predictor, outcome, time, measure, and threshold."
